vine,scion,rootstock,row,block,slice,ring,width_cm
Cab_3309 Couderc_18_1,Cab,3309 Couderc,18,1,Slice 883,6,0.326548446
Chard_Kober 5BB_13_4,Chard,Kober 5BB,13,4,Slice 1342,6,0.184121838
Chard_Freedom_12_3,Chard,Freedom,12,3,Slice 794,6,0.193455416
Chard_420 A_2_4,Chard,420 A,2,4,Slice 345,6,0.256881545
Chard_Schwarzmann_11_3,Chard,Schwarzmann,11,3,Slice 811,6,0.216126037
Chard_3309 Couderc_5_1,Chard,3309 Couderc,5,1,Slice 1336,6,0.120636245
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 833,6,0.155137486
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,6,0.213155895
Chard_140 Ruggeri_4_2,Chard,140 Ruggeri,4,2,Slice 1395,6,0.195917962
Chard_SO4_13_4,Chard,SO4,13,4,Slice 1387,6,0.163290163
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,6,0.351760293
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,6,0.189316683
Cab_Ramsey_17_1,Cab,Ramsey,17,1,Slice 809,6,0.375064082
Chard_K51-32_11_2,Chard,K51-32,11,2,Slice 786,6,0.126887896
Cab_3309 Couderc_21_2,Cab,3309 Couderc,21,2,Slice 232,6,0.306390758
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 611,6,0.25761651
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 1290,6,0.276999282
Cab_Kober 5BB_24_1,Cab,Kober 5BB,24,1,Slice 1430,6,0.223238441
Chard_Schwarzmann_14_4,Chard,Schwarzmann,14,4,Slice 945,6,0.100325986
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,6,0.419254374
Chard_Teleki 5C_10_3,Chard,Teleki 5C,10,3,Slice 1006,6,0.247293125
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 800,6,0.244740434
Chard_Ramsey_4_1,Chard,Ramsey,4,1,Slice 1263,6,0.218491333
Chard_Teleki 5C_6_4,Chard,Teleki 5C,6,4,Slice 1310,6,0.202265645
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,6,0.157855105
Cab_Ramsey_17_4,Cab,Ramsey,17,4,Slice 757,6,0.293448779
Chard_SO4_7_3,Chard,SO4,7,3,Slice 189,6,0.170096977
Chard_Ramsey_13_3,Chard,Ramsey,13,3,Slice 253,6,0.270289055
Chard_Teleki 5C_6_4,Chard,Teleki 5C,6,4,Slice 774,6,0.207742751
Cab_039-16_18_4,Cab,039-16,18,4,Slice 171,6,0.213748205
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,6,0.18098644
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 220,6,0.19032489
Cab_Schwarzmann_29_3,Cab,Schwarzmann,29,3,Slice 854,6,0.191874329
Chard_Kober 5BB_2_2,Chard,Kober 5BB,2,2,Slice 438,6,0.096799102
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 712,6,0.103260974
Cab_420 A_25_1,Cab,420 A,25,1,Slice 723,6,0.298685023
Cab_SO4_25_3,Cab,SO4,25,3,Slice 223,6,0.158153075
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slice 1225,6,0.244540752
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,6,0.209884299
Chard_420 A_6_3,Chard,420 A,6,3,Slice 441,6,0.236471121
Chard_SO4_11_1,Chard,SO4,11,1,Slice 855,6,0.093051149
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 1233,6,0.197368569
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 154,6,0.206755639
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 1376,6,0.160461766
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 317,6,0.118480332
Cab_Freedom_18_3,Cab,Freedom,18,3,Slice 1437,6,0.157688339
Chard_420 A_6_3,Chard,420 A,6,3,Slice 737,6,0.209685422
Chard_SO4_7_3,Chard,SO4,7,3,Slice 754,6,0.229684199
Chard_420 A_12_1,Chard,420 A,12,1,Slice 383,6,0.279625732
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 811,6,0.19596213
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 269,6,0.233537454
Chard_Freedom_12_3,Chard,Freedom,12,3,Slice 1119,6,0.221563597
Cab_3309 Couderc_18_1,Cab,3309 Couderc,18,1,Slice 443,6,0.317668789
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 415,6,0.174871985
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,6,0.147527417
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,6,0.251501123
Chard_420 A_12_1,Chard,420 A,12,1,Slice 1303,6,0.322331417
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 983,6,0.311680973
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,6,0.322018604
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 737,6,0.198227438
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,6,0.140725152
Chard_Freedom_12_3,Chard,Freedom,12,3,Slice 175,6,0.225826369
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 359,6,0.240791635
Cab_Schwarzmann_29_3,Cab,Schwarzmann,29,3,Slice 293,6,0.132811726
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,6,0.342361805
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 715,6,0.157117079
Chard_110 Richter_15_2,Chard,110 Richter,15,2,Slice 1366,6,0.162136971
Chard_Ramsey_13_3,Chard,Ramsey,13,3,Slice 1380,6,0.326455787
Cab_420 A_16_2,Cab,420 A,16,2,Slice 1353,6,0.174185919
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 817,6,0.243611039
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 451,6,0.307095558
Chard_140 Ruggeri_4_2,Chard,140 Ruggeri,4,2,Slice 317,6,0.171857217
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 198,6,0.213160812
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 1300,6,0.326208005
Cab_SO4_25_3,Cab,SO4,25,3,SLice 1380,6,0.126172683
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 391,6,0.249038838
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 1332,6,0.153776466
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1269,6,0.300779076
Chard_Schwarzmann_14_4,Chard,Schwarzmann,14,4,Slice 1527,6,0.104073832
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 316,6,0.160493318
Cab_140 Ruggeri_17_2,Cab,140 Ruggeri,17,2,Slice 1389,6,0.284713008
Cab_3309 Couderc_21_2,Cab,3309 Couderc,21,2,Slice 766,6,0.310514595
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 1309,6,0.275980804
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 1327,6,0.249190756
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 1363,6,0.224020519
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 290,6,0.225808949
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 826,6,0.23855787
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 758,6,0.26419779
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 824,6,0.17226076
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 334,6,0.100610596
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 1322,6,0.174478258
Cab_SO4_24_1,Cab,SO4,24,1,Slice 247,6,0.115788934
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 822,6,0.405218129
Cab_Schwarzmann_18_2,Cab,Schwarzmann,18,2,Slice 1328,6,0.198690094
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 1287,6,0.347294199
Chard_Teleki 5C_6_4,Chard,Teleki 5C,6,4,Slice 179,6,0.236447098
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 793,6,0.207862428
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,6,0.192949415
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,6,0.34490824
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 947,6,0.188311591
Cab_SO4_23_4,Cab,SO4,23,4,Slice 1117,6,0.194091476
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 1293,6,0.132336151
Cab_3309 Couderc_26_3,Cab,3309 Couderc,26,3,Slice 1390,6,0.278803024
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 1343,6,0.19631623
Chard_420 A_12_1,Chard,420 A,12,1,Slice 740,6,0.239625
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 803,6,0.28900042
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 752,6,0.112469038
Chard_420 A_2_4,Chard,420 A,2,4,Slice 763,6,0.206123655
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 1348,6,0.259220528
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,6,0.188715678
Cab_039-16_18_4,Cab,039-16,18,4,Slice 1334,6,0.203234889
Cab_Ramsey_17_4,Cab,Ramsey,17,4,Slice 170,6,0.353080828
Cab_Schwarzmann_29_3,Cab,Schwarzmann,29,3,Slice 1274,6,0.184971632
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 1320,6,0.265158029
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 1311,6,0.270950951
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 734,6,0.166417109
Chard_Schwarzmann_14_4,Chard,Schwarzmann,14,4,Slice 436,6,0.105568412
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 1392,6,0.126717099
Cab_420 A_16_2,Cab,420 A,16,2,Slice 358,6,0.164664251
Chard_SO4_2_2,Chard,SO4,2,2,Slice 222,6,0.230404856
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 1209,6,0.096740832
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 587,6,0.132499559
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,6,0.272480633
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 132,6,0.260049895
Chard_SO4_2_2,Chard,SO4,2,2,Slice 709,6,0.152791486
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 806,6,0.293283724
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,6,0.192356822
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 1233,6,0.204352756
Chard_Teleki 5C_10_3,Chard,Teleki 5C,10,3,Slice 449,6,0.281468895
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 1317,6,0.188291114
Cab_Ramsey_17_1,Cab,Ramsey,17,1,Slice 1231,6,0.355919699
Cab_Freedom_18_3,Cab,Freedom,18,3,Slice 490,6,0.174819543
Cab_SO4_20_2,Cab,SO4,20,2,Slice 1382,6,0.287711548
Chard_3309 Couderc_5_1,Chard,3309 Couderc,5,1,Slice 770,6,0.19595565
Cab_Kober 5BB_24_1,Cab,Kober 5BB,24,1,Slice 225,6,0.262913403
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,6,0.191812137
Chard_Kober 5BB_2_2,Chard,Kober 5BB,2,2,Slice 1345,6,0.11201499
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,6,0.179662701
Cab_Schwarzmann_18_2,Cab,Schwarzmann,18,2,Slice 907,6,0.178419504
Chard_Schwarzmann_6_2,Chard,Schwarzmann,6,2,Slice 166,6,0.193082281
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slice 317,6,0.176216378
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 1320,6,0.133409038
Chard_Schwarzmann_11_3,Chard,Schwarzmann,11,3,Slice 1324,6,0.239569813
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,6,0.227655875
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 1463,6,0.169209317
Chard_1103 Paulsen_10_1,Chard,1103 Paulsen,10,1,Slice 738,6,0.238637302
Cab_K51-32_21_4,Cab,K51-32,21,4,Slice 268,6,0.222664146
Chard_420 A_6_3,Chard,420 A,6,3,Slice 1309,6,0.237456433
Chard_Ramsey_4_1,Chard,Ramsey,4,1,Slice 811,6,0.20227378
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 284,6,0.259390788
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 1337,6,0.273870494
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 237,6,0.1534488
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 842,6,0.207885758
Chard_420 A_9_2,Chard,420 A,9,2,Slice 1254,6,0.208302419
Chard_140 Ruggeri_4_2,Chard,140 Ruggeri,4,2,Slice 956,6,0.159717802
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,6,0.167474534
Chard_Freedom_13_1,Chard,Freedom,13,1,Sice 1365,6,0.167103105
Chard_Schwarzmann_7_1,Chard,Schwarzmann,7,1,Slice 1246,6,0.266279308
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,6,0.161282476
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,6,0.340885587
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 1234,6,0.103902485
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 1233,6,0.239198707
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 1322,6,0.209050723
Chard_420 A_2_4,Chard,420 A,2,4,Slice 1319,6,0.21942717
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 1350,6,0.251624713
Chard_Teleki 5C_10_3,Chard,Teleki 5C,10,3,Slice 1445,6,0.251326641
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 266,6,0.195677394
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 1182,6,0.213337201
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 263,6,0.17892
Chard_K51-32_11_2,Chard,K51-32,11,2,Slice 262,6,0.157426467
Cab_SO4_20_2,Cab,SO4,20,2,Slice 498,6,0.232423089
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 810,6,0.250542034
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 1324,6,0.259988478
Chard_140 Ruggeri_3_4,Chard,140 Ruggeri,3,4,Slice 154,6,0.124984436
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,6,0.264854591
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 368,6,0.32161685
Cab_3309 Couderc_21_2,Cab,3309 Couderc,21,2,Slice 1321,6,0.262710433
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 1048,6,0.173615511
Chard_1103 Paulsen_4_4,Chard,1103 Paulsen,4,4,Slice 326,6,0.242356315
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 705,6,0.221567736
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 1346,6,0.255694376
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 672,6,0.233493012
Cab_3309 Couderc_24_4,Cab,3309 Couderc,24,4,Slice 882,6,0.275360116
Chard_Kober 5BB_13_4,Chard,Kober 5BB,13,4,Slice 693,6,0.138034035
Chard_Teleki 5C_9_3,Chard,Teleki 5C,9,3,Slice 1618,6,0.232732458
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 797,6,0.268656261
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 1406,6,0.171255292
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 1402,6,0.112194866
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,6,0.208918535
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 757,6,0.304600085
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 1544,6,0.344661151
Chard_Freedom_13_1,Chard,Freedom,13,1,Slice 787,6,0.211855606
Chard_SO4_11_1,Chard,SO4,11,1,Slice 364,6,0.098438728
Chard_420 A_9_2,Chard,420 A,9,2,Slice 211,6,0.16677741
Chard_Teleki 5C_2_1,Chard,Teleki 5C,2,1,Slice 195,6,0.292864795
Chard_SO4_11_1,Chard,SO4,11,1,Slice 1453,6,0.086504277
Cab_Ramsey_17_4,Cab,Ramsey,17,4,Slice 1330,6,0.277422157
Cab_1103 Paulsen_23_1,Cab,1103 Paulsen,23,1,Slice 1334,6,0.187151955
Cab_Ramsey_17_1,Cab,Ramsey,17,1,Slice 295,6,0.380138519
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 1344,6,0.191983543
Chard_SO4_13_4,Chard,SO4,13,4,Slice 772,6,0.131816913
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 740,6,0.235064207
Cab_Kober 5BB_24_1,Cab,Kober 5BB,24,1,Slice 803,6,0.205482788
Chard_Kober 5BB_2_2,Chard,Kober 5BB,2,2,Slice 724,6,0.140921204
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 1380,6,0.26604249
Cab_3309 Couderc_18_1,Cab,3309 Couderc,18,1,Slice 1415,6,0.274278446
Cab_3309 Couderc_26_3,Cab,3309 Couderc,26,3,Slice 359,7,0.160409159
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,7,0.098069862
Cab_K51-32_21_4,Cab,K51-32,21,4,Slice 1303,7,0.222187775
Chard_140 Ruggeri_14_3,Chard,140 Ruggeri,14,3,Slice 265,7,0.118187799
Chard_SO4_13_4,Chard,SO4,13,4,Slice 409,7,0.116991425
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 956,7,0.166664696
Cab_1103 Paulsen_28_4,Cab,1103 Paulsen,28,4,Slice 319,7,0.213529449
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 278,7,0.19659954
Cab_420 A_25_1,Cab,420 A,25,1,Slice 1323,7,0.277304075
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 187,7,0.092269668
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 260,7,0.211819719
Cab_039-16_18_4,Cab,039-16,18,4,Slice 665,7,0.149642368
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 490,7,0.16442107
Cab_140 Ruggeri_22_3,Cab,140 Ruggeri,22,3,Slice 437,7,0.216704631
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 1346,7,0.188525652
Chard_Kober 5BB_13_4,Chard,Kober 5BB,13,4,Slice 307,7,0.100093848
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,7,0.18282858
Cab_SO4_20_2,Cab,SO4,20,2,Slice 864,7,0.1871966
Chard_SO4_7_3,Chard,SO4,7,3,Slice 1336,7,0.198661299
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,7,0.132734637
Chard_3309 Couderc_11_4,Chard,3309 Couderc,11,4,Slice 1100,7,0.128052637
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 285,7,0.1811307
Cab_Ramsey_19_3,Cab,Ramsey,19,3,Slice 814,7,0.139670437
Chard_Kober 5BB_7_3,Chard,Kober 5BB,7,3,Slice X1,7,0.181210599
Chard_Ramsey_13_3,Chard,Ramsey,13,3,Slice 750,7,0.187579259
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 1205,7,0.204197792
Cab_140 Ruggeri_22_1,Cab,140 Ruggeri,22,1,Slice 762,7,0.144840033
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,7,0.131734928
Cab_SO4_23_4,Cab,SO4,23,4,Slice 785,7,0.157712609
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 639,7,0.341160629
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 174,7,0.259164412
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,7,0.195935118
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 766,7,0.278494305
Chard_Kober 5BB_11_1,Chard,Kober 5BB,11,1,Slice 165,7,0.188652005
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 1314,7,0.08877761
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 445,7,0.221256549
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 1338,7,0.238115169
Cab_Freedom_26_2,Cab,Freedom,26,2,Slice 176,7,0.184128932
Chard_110 Richter_12_4,Chard,110 Richter,12,4,Slice 1338,7,0.148068854
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 771,7,0.131250192
Chard_3309 Couderc_10_2,Chard,3309 Couderc,10,2,Slice 1006,7,0.124103931
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 239,7,0.175632611
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,7,0.069492913
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 270,7,0.121273327
Chard_775 Paulsen_3_1,Chard,775 Paulsen,3,1,Slice 1329,7,0.213294707
Chard_K51-32_5_3,Chard,K51-32,5,3,Slice 787,7,0.089160771
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 268,7,0.093252555
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 794,7,0.330667541
Cab_Teleki 5C_17_3,Cab,Teleki 5C,17,3,Slice 1200,7,0.113236551
Chard_101-14 MGT_6_1,Chard,101-14 MGT,6,1,Slice 173,7,0.118807727
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slice 1376,7,0.157860687
Chard_Freedom_8_4,Chard,Freedom,8,4,Slice 1324,7,0.132646212
Cab_775 Paulsen_16_1,Cab,775 Paulsen,16,1,Slice 1336,7,0.186137031
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,7,0.257914991
Cab_140 Ruggeri_27_4,Cab,140 Ruggeri,27,4,Slice 262,7,0.148893679
Chard_Teleki 5C_14_2,Chard,Teleki 5C,14,2,Slice 756,7,0.09357419
Cab_420 A_16_2,Cab,420 A,16,2,Slice 912,7,0.103806526
Cab_Teleki 5C_22_2,Cab,Teleki 5C,22,2,Slice 302,7,0.193199219
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 1281,7,0.115996016
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 504,7,0.168126326
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 797,7,0.09892261
Cab_Schwarzmann_20_1,Cab,Schwarzmann,20,1,Slice 730,7,0.152896598
Cab_Ramsey_28_2,Cab,Ramsey,28,2,Slices 907,7,0.15601525
Chard_110 Richter_8_1,Chard,110 Richter,8,1,Slice 359,7,0.162831337
Cab_SO4_24_1,Cab,SO4,24,1,Slice 788,7,0.129700424
Cab_110 Richter_29_2,Cab,110 Richter,29,2,Slice 1006,7,0.195318963
Chard_Freedom_13_1,Chard,Freedom,13,1,Slice 188,7,0.130413849
Cab_K51-32_27_2,Cab,K51-32,27,2,Slice 186,7,0.090673056
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 817,7,0.23177172
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 820,7,0.136134685
Cab_SO4_25_3,Cab,SO4,25,3,Slice 724,7,0.154718218
Cab_K51-32_24_3,Cab,K51-32,24,3,Slice 708,7,0.132592285
Cab_SO4_23_4,Cab,SO4,23,4,Slice 219,7,0.136296213
Cab_039-16_20_3,Cab,039-16,20,3,Slice 735,7,0.156403928
Cab_110 Richter_16_3,Cab,110 Richter,16,3,Slice 847,7,0.237239759
Chard_775 Paulsen_2_3,Chard,775 Paulsen,2,3,Slice 217,7,0.179324597
Cab_Freedom_16_4,Cab,Freedom,16,4,Slice 1577,7,0.106637299
Chard_Ramsey_7_2,Chard,Ramsey,7,2,Slice 849,7,0.099818371
Cab_Teleki 5C_20_4,Cab,Teleki 5C,20,4,Slice 465,7,0.16074064
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 371,7,0.088640821
Cab_110 Richter_21_1,Cab,110 Richter,21,1,Slices 148,7,0.307385406
Cab_775 Paulsen_19_4,Cab,775 Paulsen,19,4,Slice 290,7,0.193437594
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,7,0.12208819
Cab_110 Richter_25_4,Cab,110 Richter,25,4,Slice 248,7,0.150067874
Cab_1103 Paulsen_19_2,Cab,1103 Paulsen,19,2,Slice 323,7,0.248198164
Chard_775 Paulsen_7_4,Chard,775 Paulsen,7,4,Slice 774,7,0.321231221
Chard_Ramsey_4_1,Chard,Ramsey,4,1,Slice 305,7,0.107289474
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 721,7,0.117530385
Cab_039-16_20_3,Cab,039-16,20,3,Slice 1223,7,0.159682545
Chard_Schwarzmann_11_3,Chard,Schwarzmann,11,3,Slice 427,7,0.156717545
Chard_140 Ruggeri_9_1,Chard,140 Ruggeri,9,1,Slice 844,7,0.121501231
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 1408,7,0.120781356
Cab_K51-32_29_1,Cab,K51-32,29,1,Slice 1293,7,0.159709233
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 1368,7,0.139228402
Cab_Kober 5BB_25_3,Cab,Kober 5BB,25,3,Slice 341,7,0.088369334
Chard_SO4_2_2,Chard,SO4,2,2,Slice 1294,7,0.160494944
Chard_Freedom_3_2,Chard,Freedom,3,2,Slice 823,7,0.177395579
Cab_039-16_20_3,Cab,039-16,20,3,Slice 155,7,0.132403994
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,7,0.165015101
Chard_K51-32_9_4,Chard,K51-32,9,4,Slice 1025,7,0.108540248
Chard_1103 Paulsen_5_2,Chard,1103 Paulsen,5,2,Slice 293,7,0.187648505
Chard_775 Paulsen_8_2,Chard,775 Paulsen,8,2,Slice 796,7,0.193883299
Cab_Kober 5BB_20_2,Cab,Kober 5BB,20,2,Slice 427,7,0.2389164
Cab_1103 Paulsen_21_3,Cab,1103 Paulsen,21,3,Slice 1418,7,0.206175115
Cab_775 Paulsen_23_2,Cab,775 Paulsen,23,2,Slice 1293,7,0.344197836
Chard_Kober 5BB_7_3,Chard,Kober 5BB,7,3,Slice X2,7,0.155748933
Chard_3309 Couderc_15_3,Chard,3309 Couderc,15,3,Slice 1012,7,0.132021165
Chard_3309 Couderc_5_1,Chard,3309 Couderc,5,1,Slice 240,7,0.090688454
Chard_110 Richter_4_3,Chard,110 Richter,4,3,Slice 358,7,0.111614764
Chard_1103 Paulsen_10_1,Chard,1103 Paulsen,10,1,Slice 195,7,0.115357351
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,7,0.266723669
Cab_Freedom_26_1,Cab,Freedom,26,1,Slice 851,7,0.175165201
Chard_Ramsey_10_4,Chard,Ramsey,10,4,Slice 942,7,0.141165413
